	analysis_id	parameter	dataset	statistic	mc_used	fold_value	cooksd	initial_corr	true_corr(TP_FN)	false_corr(FP_TN)	rs_true_corr_TP_FN	rs_false_corr_FP_TN	runtime
0	p_fdr_1_rkendall_False_who	p	who	rkendall	fdr	1	False	27261	3055	24206	0	5133	2083.8540200869998
0	p_fdr_1_rkendall_False_hdac	p	hdac	rkendall	fdr	1	False	256625	13773	242852	0	19101	42340.277648317
0	p_fdr_1_rkendall_True_lungc	p	lungc	rkendall	fdr	1	True	265560	151524	114036	0	0	33268.199103155
0	p_fdr_1_rkendall_True_lungpt	p	lungpt	rkendall	fdr	1	True	72338	44499	27839	0	0	1740.27215873
0	p_fdr_1_rkendall_True_lungtx	p	lungtx	rkendall	fdr	1	True	27294	20308	6986	0	0	1044.286857045
0	p_fdr_1_rkendall_True_who	p	who	rkendall	fdr	1	True	27261	129	27132	0	0	3691.8499090660002
0	p_fdr_1_rkendall_True_hdac	p	hdac	rkendall	fdr	1	True	256625	251285	5340	0	0	86576.61635237899
0	p_fdr_3_pearson_False_lungc	p	lungc	pearson	fdr	3	False	7742	560	7182	0	5708	267.232641821
0	p_fdr_3_pearson_False_lungpt	p	lungpt	pearson	fdr	3	False	2868	78	2790	0	1862	62.150132928
0	p_fdr_3_pearson_False_lungtx	p	lungtx	pearson	fdr	3	False	2	0	2	0	0	9.354446224
0	p_fdr_3_pearson_False_who	p	who	pearson	fdr	3	False	25026	22778	2248	34	117	938.103584569
0	p_fdr_3_pearson_False_hdac	p	hdac	pearson	fdr	3	False	241629	221564	20065	19	125	20761.919618854998
0	p_fdr_3_pearson_True_lungc	p	lungc	pearson	fdr	3	True	7742	200	7542	0	0	1194.004587061
0	p_fdr_3_pearson_True_lungpt	p	lungpt	pearson	fdr	3	True	2868	102	2766	0	0	370.397327076
0	p_fdr_3_pearson_True_lungtx	p	lungtx	pearson	fdr	3	True	2	0	2	0	0	70.53092957099999
0	p_fdr_3_pearson_True_who	p	who	pearson	fdr	3	True	25026	0	25026	0	0	2952.8974130720003
0	p_fdr_3_pearson_True_hdac	p	hdac	pearson	fdr	3	True	241629	233054	8575	0	0	61502.523855379
0	p_fdr_3_rpearson_False_lungc	p	lungc	rpearson	fdr	3	False	271636	6616	265020	5066	156908	7452.525287945
0	p_fdr_3_rpearson_False_lungpt	p	lungpt	rpearson	fdr	3	False	71583	2455	69128	1509	48416	339.98361092199997
0	p_fdr_3_rpearson_False_lungtx	p	lungtx	rpearson	fdr	3	False	28614	12	28602	9	12788	191.852059203
0	p_fdr_3_rpearson_False_who	p	who	rpearson	fdr	3	False	37455	4766	32689	494	9593	1315.324260829
0	p_fdr_3_rpearson_False_hdac	p	hdac	rpearson	fdr	3	False	257871	22551	235320	514	54914	20174.856752976997
0	p_fdr_3_rpearson_True_lungc	p	lungc	rpearson	fdr	3	True	271636	156121	115515	0	0	26047.649350949
0	p_fdr_3_rpearson_True_lungpt	p	lungpt	rpearson	fdr	3	True	71583	45459	26124	0	0	1545.6270430010002
0	p_fdr_3_rpearson_True_lungtx	p	lungtx	rpearson	fdr	3	True	28614	21134	7480	0	0	1069.745030626
0	p_fdr_3_rpearson_True_who	p	who	rpearson	fdr	3	True	37455	129	37326	0	0	3660.972011636
0	p_fdr_3_rpearson_True_hdac	p	hdac	rpearson	fdr	3	True	257871	251899	5972	0	0	64386.344499196
0	p_fdr_3_spearman_False_lungc	p	lungc	spearman	fdr	3	False	14152	5002	9150	0	6771	1470.0361428370002
0	p_fdr_3_spearman_False_lungpt	p	lungpt	spearman	fdr	3	False	2170	1283	887	0	0	106.314705332
0	p_fdr_3_spearman_False_lungtx	p	lungtx	spearman	fdr	3	False	1368	1368	0	0	0	53.3741517
0	p_fdr_3_spearman_False_who	p	who	spearman	fdr	3	False	35514	35391	123	0	0	4111.757923628
0	p_fdr_3_spearman_False_hdac	p	hdac	spearman	fdr	3	False	240405	240405	0	0	0	56407.11933703
0	p_fdr_3_spearman_True_lungc	p	lungc	spearman	fdr	3	True	14152	4969	9183	0	0	2879.8650977569996
0	p_fdr_3_spearman_True_lungpt	p	lungpt	spearman	fdr	3	True	2170	1093	1077	0	0	488.224694497
0	p_fdr_3_spearman_True_lungtx	p	lungtx	spearman	fdr	3	True	1368	822	546	0	0	267.563422157
0	p_fdr_3_spearman_True_who	p	who	spearman	fdr	3	True	35514	0	35514	0	0	6738.815569677
0	p_fdr_3_spearman_True_hdac	p	hdac	spearman	fdr	3	True	240405	231260	9145	0	0	98285.857167299
0	p_fdr_3_rspearman_False_lungc	p	lungc	rspearman	fdr	3	False	265226	3816	261410	2297	159541	23934.430766909998
0	p_fdr_3_rspearman_False_lungpt	p	lungpt	rspearman	fdr	3	False	72281	2059	70222	67	51110	1195.520377316
0	p_fdr_3_rspearman_False_lungtx	p	lungtx	rspearman	fdr	3	False	27248	789	26459	1	8796	642.437044966
0	p_fdr_3_rspearman_False_who	p	who	rspearman	fdr	3	False	26967	1148	25819	36	5022	3079.823891216
0	p_fdr_3_rspearman_False_hdac	p	hdac	rspearman	fdr	3	False	259095	0	259095	0	19383	58549.28000922
0	p_fdr_3_rspearman_True_lungc	p	lungc	rspearman	fdr	3	True	265226	151352	113874	0	0	42084.104170184
0	p_fdr_3_rspearman_True_lungpt	p	lungpt	rspearman	fdr	3	True	72281	44468	27813	0	0	2278.23061772
0	p_fdr_3_rspearman_True_lungtx	p	lungtx	rspearman	fdr	3	True	27248	20312	6936	0	0	1470.385265114
0	p_fdr_3_rspearman_True_who	p	who	rspearman	fdr	3	True	26967	129	26838	0	0	4840.548833455
0	p_fdr_3_rspearman_True_hdac	p	hdac	rspearman	fdr	3	True	259095	253693	5402	0	0	111298.58048581399
0	p_fdr_3_kendall_False_lungc	p	lungc	kendall	fdr	3	False	13818	4859	8959	0	6620	889.6190778289999
0	p_fdr_3_kendall_False_lungpt	p	lungpt	kendall	fdr	3	False	2113	1330	783	0	0	60.335661995
0	p_fdr_3_kendall_False_lungtx	p	lungtx	kendall	fdr	3	False	1322	1322	0	0	0	35.710917166
0	p_fdr_3_kendall_False_who	p	who	kendall	fdr	3	False	35220	35139	81	0	0	2714.9545874
0	p_fdr_3_kendall_False_hdac	p	hdac	kendall	fdr	3	False	242875	242875	0	0	0	40972.925994132
0	p_fdr_3_kendall_True_lungc	p	lungc	kendall	fdr	3	True	13818	4797	9021	0	0	2042.986692613
0	p_fdr_3_kendall_True_lungpt	p	lungpt	kendall	fdr	3	True	2113	1062	1051	0	0	459.145317057
0	p_fdr_3_kendall_True_lungtx	p	lungtx	kendall	fdr	3	True	1322	826	496	0	0	247.295467336
0	p_fdr_3_kendall_True_who	p	who	kendall	fdr	3	True	35220	0	35220	0	0	5350.689074485001
0	p_fdr_3_kendall_True_hdac	p	hdac	kendall	fdr	3	True	242875	233668	9207	0	0	93697.256662841
0	p_fdr_3_rkendall_False_lungc	p	lungc	rkendall	fdr	3	False	265560	3705	261855	2270	159830	15057.792978092
0	p_fdr_3_rkendall_False_lungpt	p	lungpt	rkendall	fdr	3	False	72338	1820	70518	67	51269	733.828426257
0	p_fdr_3_rkendall_False_lungtx	p	lungtx	rkendall	fdr	3	False	27294	412	26882	1	8905	405.532885201
0	p_fdr_3_rkendall_False_who	p	who	rkendall	fdr	3	False	27261	561	26700	0	5133	2103.2622839190003
0	p_fdr_3_rkendall_False_hdac	p	hdac	rkendall	fdr	3	False	256625	0	256625	0	19101	42971.645513056
0	p_fdr_3_rkendall_True_lungc	p	lungc	rkendall	fdr	3	True	265560	151524	114036	0	0	33808.55461426
0	p_fdr_3_rkendall_True_lungpt	p	lungpt	rkendall	fdr	3	True	72338	44499	27839	0	0	1959.002653836
0	p_fdr_3_rkendall_True_lungtx	p	lungtx	rkendall	fdr	3	True	27294	20308	6986	0	0	1245.9139675449999
0	p_fdr_3_rkendall_True_who	p	who	rkendall	fdr	3	True	27261	129	27132	0	0	3755.911413888
0	p_fdr_3_rkendall_True_hdac	p	hdac	rkendall	fdr	3	True	256625	251285	5340	0	0	98524.234925673
0	p_fdr_10_pearson_False_lungc	p	lungc	pearson	fdr	10	False	7742	587	7155	0	5708	315.95199138000004
0	p_fdr_10_pearson_False_lungpt	p	lungpt	pearson	fdr	10	False	2868	93	2775	0	1862	63.361049101
0	p_fdr_10_pearson_False_lungtx	p	lungtx	pearson	fdr	10	False	2	0	2	0	0	7.331324684
0	p_fdr_10_pearson_False_who	p	who	pearson	fdr	10	False	25026	23823	1203	35	116	914.234970346
0	p_fdr_10_pearson_False_hdac	p	hdac	pearson	fdr	10	False	241629	237426	4203	24	120	18611.416178928
0	p_fdr_10_pearson_True_lungc	p	lungc	pearson	fdr	10	True	7742	200	7542	0	0	1017.998445964
0	p_fdr_10_pearson_True_lungpt	p	lungpt	pearson	fdr	10	True	2868	102	2766	0	0	364.742228415
0	p_fdr_10_pearson_True_lungtx	p	lungtx	pearson	fdr	10	True	2	0	2	0	0	45.762368585000004
0	p_fdr_10_pearson_True_who	p	who	pearson	fdr	10	True	25026	0	25026	0	0	2854.0264266110003
0	p_fdr_10_pearson_True_hdac	p	hdac	pearson	fdr	10	True	241629	233054	8575	0	0	60812.947851584
0	p_fdr_10_rpearson_False_lungc	p	lungc	rpearson	fdr	10	False	271636	6419	265217	4977	156997	7257.58469703
0	p_fdr_10_rpearson_False_lungpt	p	lungpt	rpearson	fdr	10	False	71583	2269	69314	1449	48476	296.252231662
0	p_fdr_10_rpearson_False_lungtx	p	lungtx	rpearson	fdr	10	False	28614	12	28602	9	12788	194.247908599
0	p_fdr_10_rpearson_False_who	p	who	rpearson	fdr	10	False	37455	2588	34867	423	9664	1329.865233715
0	p_fdr_10_rpearson_False_hdac	p	hdac	rpearson	fdr	10	False	257871	5563	252308	449	54979	22018.342030433003
0	p_fdr_10_rpearson_True_lungc	p	lungc	rpearson	fdr	10	True	271636	156121	115515	0	0	25984.775281438
0	p_fdr_10_rpearson_True_lungpt	p	lungpt	rpearson	fdr	10	True	71583	45459	26124	0	0	1304.957971367
0	p_fdr_10_rpearson_True_lungtx	p	lungtx	rpearson	fdr	10	True	28614	21134	7480	0	0	1049.18778248
0	p_fdr_10_rpearson_True_who	p	who	rpearson	fdr	10	True	37455	129	37326	0	0	3872.7762851290004
0	p_fdr_10_rpearson_True_hdac	p	hdac	rpearson	fdr	10	True	257871	251899	5972	0	0	71882.256408626
0	p_fdr_10_spearman_False_lungc	p	lungc	spearman	fdr	10	False	14152	5673	8479	0	6771	1449.186689764
0	p_fdr_10_spearman_False_lungpt	p	lungpt	spearman	fdr	10	False	2170	2170	0	0	0	78.184736921
0	p_fdr_10_spearman_False_lungtx	p	lungtx	spearman	fdr	10	False	1368	1368	0	0	0	52.192725022000005
0	p_fdr_10_spearman_False_who	p	who	spearman	fdr	10	False	35514	35494	20	0	0	4217.174172551
0	p_fdr_10_spearman_False_hdac	p	hdac	spearman	fdr	10	False	240405	240405	0	0	0	56377.301516763
0	p_fdr_10_spearman_True_lungc	p	lungc	spearman	fdr	10	True	14152	4969	9183	0	0	2817.683196135
0	p_fdr_10_spearman_True_lungpt	p	lungpt	spearman	fdr	10	True	2170	1093	1077	0	0	453.988299245
0	p_fdr_10_spearman_True_lungtx	p	lungtx	spearman	fdr	10	True	1368	822	546	0	0	405.48072519199997
0	p_fdr_10_spearman_True_who	p	who	spearman	fdr	10	True	35514	0	35514	0	0	7066.158421923
0	p_fdr_10_spearman_True_hdac	p	hdac	spearman	fdr	10	True	240405	231260	9145	0	0	94690.339367316
0	p_fdr_10_rspearman_False_lungc	p	lungc	rspearman	fdr	10	False	265226	2274	262952	1856	159982	24023.953932063
0	p_fdr_10_rspearman_False_lungpt	p	lungpt	rspearman	fdr	10	False	72281	220	72061	45	51132	1182.928022986
0	p_fdr_10_rspearman_False_lungtx	p	lungtx	rspearman	fdr	10	False	27248	1	27247	1	8796	613.643611913
0	p_fdr_10_rspearman_False_who	p	who	rspearman	fdr	10	False	26967	169	26798	36	5022	3120.7513972
0	p_fdr_10_rspearman_False_hdac	p	hdac	rspearman	fdr	10	False	259095	0	259095	0	19383	60225.685148795
0	p_fdr_10_rspearman_True_lungc	p	lungc	rspearman	fdr	10	True	265226	151352	113874	0	0	42692.638227425996
0	p_fdr_10_rspearman_True_lungpt	p	lungpt	rspearman	fdr	10	True	72281	44468	27813	0	0	1997.634660052
0	p_fdr_10_rspearman_True_lungtx	p	lungtx	rspearman	fdr	10	True	27248	20312	6936	0	0	1355.0391738160001
0	p_fdr_10_rspearman_True_who	p	who	rspearman	fdr	10	True	26967	129	26838	0	0	4914.28916932
0	p_fdr_10_rspearman_True_hdac	p	hdac	rspearman	fdr	10	True	259095	253693	5402	0	0	109753.076434813
0	p_fdr_10_kendall_False_lungc	p	lungc	kendall	fdr	10	False	13818	5549	8269	0	6620	906.803632459
0	p_fdr_10_kendall_False_lungpt	p	lungpt	kendall	fdr	10	False	2113	2113	0	0	0	55.355394383
0	p_fdr_10_kendall_False_lungtx	p	lungtx	kendall	fdr	10	False	1322	1322	0	0	0	36.1020289
0	p_fdr_10_kendall_False_who	p	who	kendall	fdr	10	False	35220	35220	0	0	0	2774.8126025899996
0	p_fdr_10_kendall_False_hdac	p	hdac	kendall	fdr	10	False	242875	242875	0	0	0	41613.562223208006
0	p_fdr_10_kendall_True_lungc	p	lungc	kendall	fdr	10	True	13818	4797	9021	0	0	1964.8761556250001
0	p_fdr_10_kendall_True_lungpt	p	lungpt	kendall	fdr	10	True	2113	1062	1051	0	0	261.83976830399996
0	p_fdr_10_kendall_True_lungtx	p	lungtx	kendall	fdr	10	True	1322	826	496	0	0	385.076752781
0	p_fdr_10_kendall_True_who	p	who	kendall	fdr	10	True	35220	0	35220	0	0	5236.4383419549995
0	p_fdr_10_kendall_True_hdac	p	hdac	kendall	fdr	10	True	242875	233668	9207	0	0	83009.052925104
0	p_fdr_10_rkendall_False_lungc	p	lungc	rkendall	fdr	10	False	265560	2201	263359	1817	160283	15069.462281393
0	p_fdr_10_rkendall_False_lungpt	p	lungpt	rkendall	fdr	10	False	72338	114	72224	35	51301	765.8295333259999
0	p_fdr_10_rkendall_False_lungtx	p	lungtx	rkendall	fdr	10	False	27294	1	27293	1	8905	425.778241886
0	p_fdr_10_rkendall_False_who	p	who	rkendall	fdr	10	False	27261	16	27245	0	5133	2124.91916891
0	p_fdr_10_rkendall_False_hdac	p	hdac	rkendall	fdr	10	False	256625	0	256625	0	19101	43691.567210078
0	p_fdr_10_rkendall_True_lungc	p	lungc	rkendall	fdr	10	True	265560	151524	114036	0	0	33738.380169897995
0	p_fdr_10_rkendall_True_lungpt	p	lungpt	rkendall	fdr	10	True	72338	44499	27839	0	0	1747.3483824740001
0	p_fdr_10_rkendall_True_lungtx	p	lungtx	rkendall	fdr	10	True	27294	20308	6986	0	0	1030.521921675
0	p_fdr_10_rkendall_True_who	p	who	rkendall	fdr	10	True	27261	129	27132	0	0	3870.262209141
0	p_fdr_10_rkendall_True_hdac	p	hdac	rkendall	fdr	10	True	256625	251285	5340	0	0	98356.466725419
0	r_nomc_1_pearson_False_lungc	r	lungc	pearson	nomc	1	False	30289	8339	21950	354	16345	923.852167661
0	r_nomc_1_pearson_False_lungpt	r	lungpt	pearson	nomc	1	False	45460	21071	24389	5183	18471	251.30522171799998
0	r_nomc_1_pearson_False_lungtx	r	lungtx	pearson	nomc	1	False	21384	12464	8920	2627	3720	163.94220208800002
0	r_nomc_1_pearson_False_who	r	who	pearson	nomc	1	False	53972	46539	7433	1546	2468	2049.00046766
0	r_nomc_1_pearson_False_hdac	r	hdac	pearson	nomc	1	False	377945	328897	49048	202	1322	32571.316728979997
0	r_nomc_1_pearson_True_lungc	r	lungc	pearson	nomc	1	True	30289	10302	19987	0	0	3476.168921915
0	r_nomc_1_pearson_True_lungpt	r	lungpt	pearson	nomc	1	True	45460	22566	22894	0	0	976.805625727
0	r_nomc_1_pearson_True_lungtx	r	lungtx	pearson	nomc	1	True	21384	15392	5992	0	0	919.314307738
0	r_nomc_1_pearson_True_who	r	who	pearson	nomc	1	True	53972	0	53972	0	0	5512.01216818
0	r_nomc_1_pearson_True_hdac	r	hdac	pearson	nomc	1	True	377945	366092	11853	0	0	105539.689527821
0	r_nomc_1_rpearson_False_lungc	r	lungc	rpearson	nomc	1	False	249089	142444	106645	137618	13365	6830.333017015
0	r_nomc_1_rpearson_False_lungpt	r	lungpt	rpearson	nomc	1	False	28991	28467	524	27693	440	135.906933657
0	r_nomc_1_rpearson_False_lungtx	r	lungtx	rpearson	nomc	1	False	7232	6763	469	6059	391	86.737260922
0	r_nomc_1_rpearson_False_who	r	who	rpearson	nomc	1	False	8509	6845	1664	4974	1250	343.346481528
0	r_nomc_1_rpearson_False_hdac	r	hdac	rpearson	nomc	1	False	121555	52805	68750	10089	43959	9377.981961936
0	r_nomc_1_rpearson_True_lungc	r	lungc	rpearson	nomc	1	True	249089	146019	103070	0	0	23812.926530728
0	r_nomc_1_rpearson_True_lungpt	r	lungpt	rpearson	nomc	1	True	28991	22995	5996	0	0	750.920566687
0	r_nomc_1_rpearson_True_lungtx	r	lungtx	rpearson	nomc	1	True	7232	5742	1490	0	0	399.767380595
0	r_nomc_1_rpearson_True_who	r	who	rpearson	nomc	1	True	8509	129	8380	0	0	1029.9887388299999
0	r_nomc_1_rpearson_True_hdac	r	hdac	rpearson	nomc	1	True	121555	118861	2694	0	0	34510.856842847
0	r_nomc_1_spearman_False_lungc	r	lungc	spearman	nomc	1	False	96529	43568	52961	1641	38006	8998.039826466
0	r_nomc_1_spearman_False_lungpt	r	lungpt	spearman	nomc	1	False	47691	19745	27946	1828	22663	801.277745416
0	r_nomc_1_spearman_False_lungtx	r	lungtx	spearman	nomc	1	False	21418	14254	7164	74	1662	541.490350442
0	r_nomc_1_spearman_False_who	r	who	spearman	nomc	1	False	56861	52472	4389	231	1090	6398.995010731
0	r_nomc_1_spearman_False_hdac	r	hdac	spearman	nomc	1	False	377923	361144	16779	0	0	86879.79957572
0	r_nomc_1_spearman_True_lungc	r	lungc	spearman	nomc	1	True	96529	58885	37644	0	0	16537.648730005
0	r_nomc_1_spearman_True_lungpt	r	lungpt	spearman	nomc	1	True	47691	23460	24231	0	0	1742.704580521
0	r_nomc_1_spearman_True_lungtx	r	lungtx	spearman	nomc	1	True	21418	15542	5876	0	0	1244.501511662
0	r_nomc_1_spearman_True_who	r	who	spearman	nomc	1	True	56861	0	56861	0	0	10293.246335452
0	r_nomc_1_spearman_True_hdac	r	hdac	spearman	nomc	1	True	377923	365734	12189	0	0	161903.09027567098
0	r_nomc_1_rspearman_False_lungc	r	lungc	rspearman	nomc	1	False	182849	130373	52476	125557	3405	16781.119729480997
0	r_nomc_1_rspearman_False_lungpt	r	lungpt	rspearman	nomc	1	False	26760	26670	90	26598	88	471.722864194
0	r_nomc_1_rspearman_False_lungtx	r	lungtx	rspearman	nomc	1	False	7198	7150	48	7017	44	208.417590319
0	r_nomc_1_rspearman_False_who	r	who	rspearman	nomc	1	False	5620	3875	1745	2655	1082	740.026649651
0	r_nomc_1_rspearman_False_hdac	r	hdac	rspearman	nomc	1	False	121577	18963	102614	0	19383	27321.724349089
0	r_nomc_1_rspearman_True_lungc	r	lungc	rspearman	nomc	1	True	182849	97436	85413	0	0	29240.88160974
0	r_nomc_1_rspearman_True_lungpt	r	lungpt	rspearman	nomc	1	True	26760	22101	4659	0	0	1177.2388477979998
0	r_nomc_1_rspearman_True_lungtx	r	lungtx	rspearman	nomc	1	True	7198	5592	1606	0	0	653.451796605
0	r_nomc_1_rspearman_True_who	r	who	rspearman	nomc	1	True	5620	129	5491	0	0	1377.093658713
0	r_nomc_1_rspearman_True_hdac	r	hdac	rspearman	nomc	1	True	121577	119219	2358	0	0	48396.923796677
0	r_nomc_1_kendall_False_lungc	r	lungc	kendall	nomc	1	False	91048	40561	50487	1067	36021	5356.98116207
0	r_nomc_1_kendall_False_lungpt	r	lungpt	kendall	nomc	1	False	44277	17541	26736	1316	20125	489.75056945
0	r_nomc_1_kendall_False_lungtx	r	lungtx	kendall	nomc	1	False	18985	12245	6740	51	594	297.827016589
0	r_nomc_1_kendall_False_who	r	who	kendall	nomc	1	False	54418	49945	4473	134	817	4294.188712337
0	r_nomc_1_kendall_False_hdac	r	hdac	kendall	nomc	1	False	325473	310393	15080	0	0	52250.730155209
0	r_nomc_1_kendall_True_lungc	r	lungc	kendall	nomc	1	True	91048	55002	36046	0	0	11777.871032174
0	r_nomc_1_kendall_True_lungpt	r	lungpt	kendall	nomc	1	True	44277	21637	22640	0	0	1195.9279972250001
0	r_nomc_1_kendall_True_lungtx	r	lungtx	kendall	nomc	1	True	18985	13632	5353	0	0	992.786879732
0	r_nomc_1_kendall_True_who	r	who	kendall	nomc	1	True	54418	0	54418	0	0	7652.32573299
0	r_nomc_1_kendall_True_hdac	r	hdac	kendall	nomc	1	True	325473	314347	11126	0	0	112083.902176075
0	r_nomc_1_rkendall_False_lungc	r	lungc	rkendall	nomc	1	False	188330	133559	54771	127095	4537	10675.110623564
0	r_nomc_1_rkendall_False_lungpt	r	lungpt	rkendall	nomc	1	False	30174	29882	292	29623	272	330.926156262
0	r_nomc_1_rkendall_False_lungtx	r	lungtx	rkendall	nomc	1	False	9631	8279	1352	6916	1345	208.159217354
0	r_nomc_1_rkendall_False_who	r	who	rkendall	nomc	1	False	8063	4310	3753	2295	1887	675.517033977
0	r_nomc_1_rkendall_False_hdac	r	hdac	rkendall	nomc	1	False	174027	17284	156743	0	19101	29358.218524853
0	r_nomc_1_rkendall_True_lungc	r	lungc	rkendall	nomc	1	True	188330	101319	87011	0	0	24436.98617667
0	r_nomc_1_rkendall_True_lungpt	r	lungpt	rkendall	nomc	1	True	30174	23924	6250	0	0	1046.331618535
0	r_nomc_1_rkendall_True_lungtx	r	lungtx	rkendall	nomc	1	True	9631	7502	2129	0	0	536.7958170500001
0	r_nomc_1_rkendall_True_who	r	who	rkendall	nomc	1	True	8063	129	7934	0	0	1326.431061767
0	r_nomc_1_rkendall_True_hdac	r	hdac	rkendall	nomc	1	True	174027	170606	3421	0	0	67083.856975579
0	r_nomc_3_pearson_False_lungc	r	lungc	pearson	nomc	3	False	30289	8339	21950	354	16345	934.2189769470001
0	r_nomc_3_pearson_False_lungpt	r	lungpt	pearson	nomc	3	False	45460	21071	24389	5183	18471	262.724199773
0	r_nomc_3_pearson_False_lungtx	r	lungtx	pearson	nomc	3	False	21384	12464	8920	2627	3720	205.40316891400002
0	r_nomc_3_pearson_False_who	r	who	pearson	nomc	3	False	53972	46539	7433	1546	2468	1905.8426526629999
0	r_nomc_3_pearson_False_hdac	r	hdac	pearson	nomc	3	False	377945	328897	49048	202	1322	32787.806833295
0	r_nomc_3_pearson_True_lungc	r	lungc	pearson	nomc	3	True	30289	10302	19987	0	0	3234.443719503
0	r_nomc_3_pearson_True_lungpt	r	lungpt	pearson	nomc	3	True	45460	22566	22894	0	0	974.901051838
0	r_nomc_3_pearson_True_lungtx	r	lungtx	pearson	nomc	3	True	21384	15392	5992	0	0	823.075496498
0	r_nomc_3_pearson_True_who	r	who	pearson	nomc	3	True	53972	0	53972	0	0	5378.395509108
0	r_nomc_3_pearson_True_hdac	r	hdac	pearson	nomc	3	True	377945	366092	11853	0	0	93047.785017467
0	r_nomc_3_rpearson_False_lungc	r	lungc	rpearson	nomc	3	False	249089	135872	113217	135186	15797	6756.804825386001
0	r_nomc_3_rpearson_False_lungpt	r	lungpt	rpearson	nomc	3	False	28991	26899	2092	26590	1543	135.848140935
0	r_nomc_3_rpearson_False_lungtx	r	lungtx	rpearson	nomc	3	False	7232	4822	2410	4584	1866	120.740304419
0	r_nomc_3_rpearson_False_who	r	who	rpearson	nomc	3	False	8509	4144	4365	3637	2587	385.625259918
0	r_nomc_3_rpearson_False_hdac	r	hdac	rpearson	nomc	3	False	121555	6142	115413	4418	49630	8941.865096771
0	r_nomc_3_rpearson_True_lungc	r	lungc	rpearson	nomc	3	True	249089	146019	103070	0	0	24212.025361704
0	r_nomc_3_rpearson_True_lungpt	r	lungpt	rpearson	nomc	3	True	28991	22995	5996	0	0	642.124977806
0	r_nomc_3_rpearson_True_lungtx	r	lungtx	rpearson	nomc	3	True	7232	5742	1490	0	0	580.677077363
0	r_nomc_3_rpearson_True_who	r	who	rpearson	nomc	3	True	8509	129	8380	0	0	1165.414487028
0	r_nomc_3_rpearson_True_hdac	r	hdac	rpearson	nomc	3	True	121555	118861	2694	0	0	30051.572046719
0	r_nomc_3_spearman_False_lungc	r	lungc	spearman	nomc	3	False	96529	43568	52961	1641	38006	9174.147483927001
0	r_nomc_3_spearman_False_lungpt	r	lungpt	spearman	nomc	3	False	47691	19745	27946	1828	22663	826.9059525920001
0	r_nomc_3_spearman_False_lungtx	r	lungtx	spearman	nomc	3	False	21418	14254	7164	74	1662	530.8931174669999
0	r_nomc_3_spearman_False_who	r	who	spearman	nomc	3	False	56861	52472	4389	231	1090	6542.683083194
0	r_nomc_3_spearman_False_hdac	r	hdac	spearman	nomc	3	False	377923	361144	16779	0	0	88374.340754504
0	r_nomc_3_spearman_True_lungc	r	lungc	spearman	nomc	3	True	96529	58885	37644	0	0	16007.672843336999
0	r_nomc_3_spearman_True_lungpt	r	lungpt	spearman	nomc	3	True	47691	23460	24231	0	0	1679.2403282980001
0	r_nomc_3_spearman_True_lungtx	r	lungtx	spearman	nomc	3	True	21418	15542	5876	0	0	1185.776499807
0	r_nomc_3_spearman_True_who	r	who	spearman	nomc	3	True	56861	0	56861	0	0	10088.631805384
0	r_nomc_3_spearman_True_hdac	r	hdac	spearman	nomc	3	True	377923	365734	12189	0	0	151682.583762158
0	r_nomc_3_rspearman_False_lungc	r	lungc	rspearman	nomc	3	False	182849	120679	62170	119425	9537	16508.086585569003
0	r_nomc_3_rspearman_False_lungpt	r	lungpt	rspearman	nomc	3	False	26760	25641	1119	25634	1052	480.616075094
0	r_nomc_3_rspearman_False_lungtx	r	lungtx	rspearman	nomc	3	False	7198	4642	2556	4636	2425	207.57632891100002
0	r_nomc_3_rspearman_False_who	r	who	rspearman	nomc	3	False	5620	1743	3877	1743	1994	740.148413298
0	r_nomc_3_rspearman_False_hdac	r	hdac	rspearman	nomc	3	False	121577	0	121577	0	19383	28541.043028468
0	r_nomc_3_rspearman_True_lungc	r	lungc	rspearman	nomc	3	True	182849	97436	85413	0	0	29279.189343169
0	r_nomc_3_rspearman_True_lungpt	r	lungpt	rspearman	nomc	3	True	26760	22101	4659	0	0	1185.849919009
0	r_nomc_3_rspearman_True_lungtx	r	lungtx	rspearman	nomc	3	True	7198	5592	1606	0	0	638.0706021359999
0	r_nomc_3_rspearman_True_who	r	who	rspearman	nomc	3	True	5620	129	5491	0	0	1334.421210237
0	r_nomc_3_rspearman_True_hdac	r	hdac	rspearman	nomc	3	True	121577	119219	2358	0	0	51961.829247299
0	r_nomc_3_kendall_False_lungc	r	lungc	kendall	nomc	3	False	91048	40561	50487	1067	36021	5426.8619814310005
0	r_nomc_3_kendall_False_lungpt	r	lungpt	kendall	nomc	3	False	44277	17541	26736	1316	20125	516.349873509
0	r_nomc_3_kendall_False_lungtx	r	lungtx	kendall	nomc	3	False	18985	12245	6740	51	594	324.753289101
0	r_nomc_3_kendall_False_who	r	who	kendall	nomc	3	False	54418	49945	4473	134	817	4195.662120862
0	r_nomc_3_kendall_False_hdac	r	hdac	kendall	nomc	3	False	325473	310393	15080	0	0	52766.151428016994
0	r_nomc_3_kendall_True_lungc	r	lungc	kendall	nomc	3	True	91048	55002	36046	0	0	12699.546782585001
0	r_nomc_3_kendall_True_lungpt	r	lungpt	kendall	nomc	3	True	44277	21637	22640	0	0	1208.792934322
